,Unnamed: 0,text,label
432,432,"Loved the movie. I even liked most of the actors in it. But, for me Ms. Davis' very poor attempt at an accent, and her stiff acting really makes an otherwise compelling movie very hard to watch. Seriously if any other modern actor played the same role with the same style as Ms. Davis they would be laughed off the screen.<br /><br />I really think she 'phoned this one in'. Now if it had Myrna Loy or Ingrid Bergman playing the part of the wife I would have enjoyed it much more.<br /><br />I guess ",1
3365,3365,"I am going to keep this short.This ""adaption"" of the wonderful King book is a bad joke and nothing more.Of course there are many Kubrick and Nickolson fans in this site and,as a result,this movie has mysteriously find its way in the top-250.<br /><br />Jack Nicholson is laughable as Torrance and so is Shelley Duvall.The story,that has nothing to do with the book,is an incoherent mess and the characters of Jack and Wendy Torrance are complete jokes.<br /><br />My advice to anyone that hasn't read",0
4539,4539,"Recap: Zandalee is a young woman that feels more and more trapped in her marriage with Thierry. Thierry himself is struggling with the death of his father the previous year and has lost his way. He has submerged himself in work, laid of his writing, and Zandalee desperately misses the attraction between them. Into this enters Johnny, and old friend of Thierry's who once were artists in exile together. But Johnny has kept on painting, and just have a day job for the rent. He takes the day as it c",1
2996,2996,"Alien Hunter: 5 out of 10: Is it me or does every movie that starts in Roswell, New Mexico suck. Take Alien mixed with The Thing, mixed with Contact, mixed with of all things On the Beach, The Andromeda Strain, the classroom scene from Raiders of the Lost Ark and a throw in a little Stargate to boot. <br /><br />Derivative doesn't even begin to describe this movie. Of course with nothing original plot wise they amp up the gore and sex right? Nope gore is a blink and you miss it affair and sex is",0
4148,4148,"Olivier, Kosentsev, Richardson, Coranado, Zefferelli, and Almerayeda have all directed Hamlet but Branagh's the only one who got it right.<br /><br />This is the only film of ""Hamlet"" that contains the full four hours of William Shakespeare's masterpiece and gives a unique feel to the whole story.<br /><br />Not many directors could pull this off without boring their audience but Branagh's skillful use of bravora film style and stunt casting allows people to see the importance of the scenes that",1
4466,4466,"[***POSSIBLE SPOILERS***] This movie's reputation precedes it, so it was with anticipation that I sat down to watch it in letterbox on TCM. What a major disappointment.<br /><br />The cast is superb and the production values are first-rate, but the characters are without depth, the plot is thin, and the whole thing goes on too long. For a movie that deals with alcoholism, family divisions, unfaithfulness, gambling, and sexual repression, the movie is curiously flat, prosaic, lifeless, and cliche",0
3597,3597,"The best thing about this movie was, uh, well, I can't think of anything. This was bad. The script was especially bad. The technical concepts were bad. The ""suspenseful"" plot was bad. The dialog was bad. Avoid at all costs. Do not rent. Do not watch. You'll be sorry.",0
1231,1231,"I cannot say that Aag is the worst Bollywood film ever made, because I haven't seen every Bollywood film, but my imagination tells me that it could well be.<br /><br />This film seems like an attempt at artistic suicide on behalf of the director, and I for one be believe he has been successful in his mission. No A-list actor outside of this film would risk sharing the same billing as him for all the humiliation this film is bound to carry with it.<br /><br />But lets not just blame the director ",0
345,345,"Starring: Jim Carrey, Morgan Freeman, Jennifer Anniston I was really quite skeptical the first time I watched this movie. I mean, what a conceptual NIGHTMARE. Jim Carrey playing God? Nothing is sacred anymore.<br /><br />Well, this movie is hardly sacred, but it also is not sacrilegious, at least not to any great extent. Yes, Jim Carrey has the powers of God for a while, but he is not God. Confused? I'll give you the low down.<br /><br />Jim Carrey plays Bruce Nolan, a reporter who is down on hi",1
1655,1655,Just don't bother. I thought I would see a movie with great supspense and action.<br /><br />But it grows boring and terribly predictable after the interesting start. In the middle of the film you have a little social drama and all tension is lost because it slows down the speed. Towards the end the it gets better but not really great. I think the director took this movie just too serious. In such a kind of a movie even if u don't care about the plot at least you want some nice action. I nearly ,0
3893,3893,"Fox's epic telling of one a America's greatest pioneering efforts comes to DVD with some truly outstanding ""Extras"". BRIGHAM YOUNG (The ""Frontiersman"" was added for the European release), telling the story the great pioneer leader, who under inspiration brought members of the Mormon faith (Church of Jesus Christ of Latter-day Saints)out to the Salt Lake Valley in 1847, after mobs murdered their prophet/leader, Joseph Smith (played by Vincent Price), was brought to the screen in 1940, just as Ame",1
268,268,"When I borrowed this movie from a friend (thankfully I did not buy it) on the package (which truly looked bad and ugly) was printed ""The ultimate vampire horror"". After watching it I thought that the marketing campaign was probably more expensive than the film itself. The ""story"" begins when a teenager (surprise!) is chased by some vampire/zombie-creatures.<br /><br />Lighting, sound and everything reminded me of my first attempt to make a holiday-video on a ten year old VHS-system if not worse.",0
3100,3100,"An idiotic dentist finds out that his wife has been unfaithful. So, no new story lines here. However, the authors managed to create a stupid, disgusting film. If you enjoy watching kids vomiting, or seeing a dentist imagining that he is pulling all his wife's teeth out in a bloody horror-type, go see (or rent) the film. If not, move on to something else (MY FAIR LADY, anyone?)",0
1878,1878,"Saw it yesterday night at the Midnight Slam of the Festival des films du Monde in Montreal. What a disappointment. This movie is clearly over rated by IMDb fans. The acting was only but regular. The directing didn't bring anything new or interesting. The plot lacks considerably : the movie is all about those college grads and the game they play making prank calls(7eventy 5ive). And on top of that, you can predict the movie's end in the first five minutes. If you like prank calls and a slasher wi",0
3725,3725,"We had STARZ free weekend and I switched on the station to see what was on . It was this movie Howling II: The acting was terrible but the eye candy was great. Sybil Danning and Marsha Brown as the afore mentioned eye candy. I was laughing a lot from the few scenes I saw.<br /><br />My friends wonder why I never want to go to Horror movies , If they saw this film they would know why. I would get thrown out for laughing so hard.<br /><br />Just a couple of trivia notes : Reb Brown who played Ben ",0
1909,1909,I still find it difficult to comprehend that a movie as bad as this could be made in Hollywood. The acting and story is simply pathetic & the direction is awful. I don't see any logic behind this trash except may be that the director had nothing good to do. I took me ten minutes to realize that i had wasted my precious thirty rupees. It filled me with dismay that i was going to waste some more time of my life on this crap. I bet the movie was made in less than a day. I don't know what category i,0
2608,2608,"It helps immensely if one is familiar with the culture and time period in which this film takes place. First of all, these ladies are NOT geisha, they are oiran (prostitutes)in the Yoshiwara-type ""green houses"", circa 1860, give or take.. This should help clear up some details which may be confusing to the unaware. The film deals with issues of loyalty, love and, perhaps most importantly, how people deal with adversity, both their own and that of others in their immediate environment. That plus ",1
211,211,"Consider for a moment what it must be like to be Uwe Boll. Somewhere, perhaps in those places that Jack Nicholson said 'you don't talk about at parties', Boll knows that David Lean had head lice as a child that had more talent for film making than him. Gore Whores, metal-heads and the socially dysfunctional may bump into him on the circuit and tell him otherwise but general audiences find the Teutonic helmsman's output so bereft of originality, wit or imagination that he's become the internet's ",0
526,526,"I never wanted to see this film, then one day, for a joke I watched it to see how bad it was; my preconceptions were confirmed.<br /><br />For starters I'd like to question the politics of the film. It hides behind of mask of women 'making it big in the city' but the only way that women can make it big is through using their sexuality rather than their intelligence or skills. These women are nothing more the whores. Are slightly less attractive girls not allowed to be successful? This is not the",0
4977,4977,This movie was billed as a comedy and a mystery. It fails badly at both. The only mystery here is why would anybody make such a poorly constructed movie. The only comedy is the laugh I got when I saw how high the readers here ranked it. Could there be two movies with the same name? The movie I saw starred a girl with pretty blue eyes and a plot that wasn't there.<br /><br />,0
27,27,"There's so many things to fall for in Aro Tolbukhin. En la mente del asesino (Inside the killer's mind), that it's very hard to talk about it without giving any kind of warning. Let's just say that this movie is like an exercise in cinema but really, really great done. It´s made with super 8, black and white shots, 35 milimeters, color, interviews, flashbacks. Aro Tolbukhin it´s like a movie made a documental or viceversa, which most peculiar aspect relays on the doubt that leaves you wondering,",1
2919,2919,"OK, don't let my summary fool you. This movie SUCKS HARD. But the worst movie ever? This movie was terrible in ways people shouldn't have to rack their brains to describe. But it is in no way worse than Manos: the hands of fate, hobgobblins, horrors of spider island, or a small handful of movies. As a review the movie sucks, it's terrible. Don't see it with out MST or you may develop health problems. But there are worse movies.",0
1807,1807,Lisa is a hotel manager or owner and she gets on a flight to Miami. She ends up sitting next to an assassin named Jackson who tells her that she has to switch a room of a family or her father dies. The reason she has to switch the room is because Jackson wants to blow it up.<br /><br />It's a great suspense movie because Lisa tries several ways to escape this ploy that Jackson has set up. The whole storyline is great and I thought that they could have spent some more time on the plane. There cou,1
3265,3265,"A BDSM ""sub-culture"" of Los Angeles serves as backdrop for this low budget and shabbily constructed mess, plainly a vanity piece for its top-billed player, Celia Xavier, who also produces and scripts while performing a dual role as twin sisters Vanessa and Celia. A question soon develops as to whether or not some rather immoderate camera, lighting and editing pyrotechnics can ever reach a point of connection to a weak and often incoherent narrative that will not be taken seriously by a sensate v",0
2941,2941,"Did I miss something here? This ""adaptation"" has everything that Brookmyres first novel had. Everything apart from the story, the laughs, the black humour, the political intrigue, the characterisations, the plot, and some semblance of sense.<br /><br />Spoilers;<br /><br />Godamnawful, from beginning to end. They made a mockery of the plot, they had a romance between Parablane and a cop, and what was that all about, Dr Slaughter was portrayed as a bystander, and who the hell was Annette Crosby s",0
4355,4355,"Follow-up to 1973's far better ""Cleopatra Jones"" has statuesque black actress Tamara Dobson returning to her signature role as chic, super-tough narcotics agent, here busting a heroin ring in Hong Kong. Cross-pollination of blaxploitation action-flick and kung-fu B-movie is fun at the outset but eventually flags. The shoot-out finale is right off the assembly-line, and Dobson herself seems less energetic than before (she's still sexy, and she puts a unique spin on her comically-stilted dialogue,",0
1342,1342,"I'm easily entertained. I enjoyed ""Hot Shots"" and ""The Naked Gun"" and their many sequels, even when most people found them unbearable. I've even managed to enjoy most Pauly Shore movies. There is only one movie that I've seen that I can honestly say was bad...and this was it. It's been a while since I've seen it, but I do remember sitting in the theater thinking, ""This is a dumb movie. Why did I see this?"" It's honestly the only movie that I cannot recommend.",0
444,444,"Young and attractive Japanese people are getting on the wrong side of some curse again, this time it involves mobile phones. Various people die until the disgruntled spirit behind it all is unearthed, so essentially if you've seen more than 2 recent Japanese horror films you can plot this film in the dark with your hands tied.<br /><br />The main attraction here is the fact that Takashi Miike is behind the camera. So far I've been more impressed with his low key works like City of Lost Souls, ho",0
4020,4020,This movie really rocks! Jeff Wincott is terrific in the film! His fighting incredible! He is such a fast martial artist! Brigitte Nielsen & Matthias Hues was very good! Mission of Justice is an action packed movie that is never boring! If you like fighting movies with incredible non stop action then check out Mission of Justice today!,1
3443,3443,"WARNING: This review contains SPOILERS. Do not read if you don't want some points revealed to you before you watch the film.<br /><br />With a cast like this, you wonder whether or not the actors and actresses knew exactly what they were getting into. Did they see the script and say, `Hey, Close Encounters of the Third Kind was such a hit that this one can't fail.' Unfortunately, it does. Did they even think to check on the director's credentials? I mean, would YOU do a movie with the director o",0
273,273,"This movie has to be my favorite of all time. Its not supposed to have a plot, because its makers wanted people (Charlie Sheen, I think)to believe it was a real snuff film. This was an exercise in visual effects, and doesn't cut away when the action happens like every other film does. Movies these days are now all about sound effects, leaving the visuals to be made by computers cause its easier to deal with CGI blood. There still are movie makers who still can't get fake blood to look like the r",1
4518,4518,"This review is for the extended cut of this movie.<br /><br />I first watched Dragon Lord when I bought it on DVD many years ago. I always liked this movie and you can read some of the more positive reviews of it to get the general idea.<br /><br />That being said. I've always found the storyline a bit confusing. The movie is, after all, a love story. And it always seemed strange to me that a love story should end with a 20 minute fight scene.<br /><br />Well, in the extended version this is no ",1
3703,3703,"This film was an interesting take by Hollywood on the novel by of the same name by Pearl S. Buck. While some today might think it is rife with racial stereotypes, for the time the very idea of Chinese protagonists was progressive in and of itself. I found that the white actors playing Chinese was not as bad as I expected, that it wasn't the Asian equivalent of blackface. Back then there were not really any Asian actors in America (not even George Takei was acting) and Rainer did a good job with ",1
3561,3561,"If this is your first time experiencing the wonders of cinema, if you've never seen a ""Moving Picture"" before, you'll think this movie is a child of the gods. BUT if you've seen a movie, a TV show, even Barney the Dinosaur, then you won't be very impressed by this film. Heck Barney the dinosaur was even more realistic than the dinos in this flick.<br /><br />Now I like B movies. I just watched ""The Giant Gila Monster"" right before I watched this swill, and I liked that movie much better. It work",0
812,812,"I notice the DVD version seems to have missing scenes or lines between the posting of the FRF and the launch. <br /><br />They are to prove they can win the right to sit in the FRF other than the green team.<br /><br />Another scene is like during their failure at the simulation, Kevin gets Joaquin to clam down.<br /><br />I think the VHS edition other than the ABC one might have all the missing stuff.<br /><br />Otherwise I like to know which DVD release has the missing stuff.<br /><br />The DV",1
1243,1243,"There are so many reasons as to why I rate the sopranos so highly, one of its biggest triumphs being the cast and character building. Each character unfolds more and more each series. Also each series has an array of different 'small time characters' as well as the main. A good example of a character (who was only in three episodes) who you can feel for is David the compulsive gambler played brilliantly by Robert Patrick. Every little detail builds the perfect TV series. The show revolves round ",1
3658,3658,"STAR RATING: ***** Unmissable **** Very Good *** Okay ** You Could Go Out For A Meal Instead * Avoid At All Costs <br /><br />Stuck-up career bitch Kate (Franka Potente) heads to the London underground to catch a train to take her to meet George Clooney. However, after a hectic working day, she dozes off and awakens to find herself alone in a deserted platform. As she races off on a situation taking her from one daunting encounter to the next, however, she learns of something far more malign and",1
4279,4279,You can often tell a movie didn't turn out like it should by the heavy use of a narrator. This film features this device throughout. Richard Jobson not entirely content to write direct and even fund some of this film adds to his credits by reading excerpts of his own semi- autobiographical writing which combined with some pretty editing manages to gloss over what is a dull depressing tale which he must be mistaking for genuine art-house. Kevin McKidd puts in a good performance. Everyone else is ,0
667,667,"This is a very funny Ealing comedy about a community in central London who, through an unusual set of circumstances, discover they are not English, but are an annex of the French province of Burgundy.<br /><br />The film features comic actor Stanley Holloway (best known as Alfred Doolittle in MY FAIR LADY), as well as a host of other classic comic actors of the period.<br /><br />The story was apparently based on a news item at the time, when the Canadian Government ""officially"" gave a hotel roo",1
1085,1085,"I'll say it again: this movie was totally lame. Kids will like it, sure, but adults...doubtful. The whole thing was basically a rehash of the original, which is to be expected, since they pretty much explored the whole concept in the first movie, but still, did they have to completely rehash the entire movie? I mean, everything is re-done from the Little Mermaid. The worst part of it is Morgana ""Ursula's crazy sister"" who appears out of nowhere and threatens Melody, which is ridiculous since Tri",0
4290,4290,"The plot sounded like it had promise. To be honest I did not watch the entire movie. After about an hour into the movie I had to make a decision. Is this movie worth watching until it conclusion? The answer was clearly NO! It was not the fact that the human body could not receive a transplant from a different species without rejecting it. Nor the premise that he was being chased by secret government authorities for an human / wolf transplant. It was because the movie was badly written, acting la",0
4483,4483,"What surprised me most about this film was the sheer audience it attracted. Similar films such as Anita and Me have never caused as much hype as this film has, though I think that's probably because of the mention of 'Beckham' in the title more than anything else.<br /><br />It's a brilliant film putting across a brilliant message - you can do anything if you're determined enough, and put your mind to it, which is such a positive message to anyone watching this film.<br /><br />I think this is o",1
3878,3878,"My abiding love of Italian actress Lucianna Paluzzi, who helped jump-start my puberty with her performance in 1965's ""Thunderball,"" has led me to some fairly unusual places. Case in point, this British curiosity from 1959, ""Carlton-Browne of the F.O.,"" which features Lucianna in one of her earlier roles. She plays a princess in this one, although the picture is actually a showcase for the talents of Terry-Thomas and Peter Sellers, both of whose stars were certainly on the rise at this point. In ",1
944,944,"I've seen my share of Woody Allen's movies, and while they're not always great, you can usually be sure you're going to be entertained. Probably the last really good ones were Bullets Over Broadway ('94) and Mighty Aphrodite ('95) - since then the ones I've seen have been patchy but watchable. And so when I was invited to see the new Woody Allen movie Melinda and Melinda, which I wasn't even aware had been released yet, I went along happily. I hadn't really heard much about it so I hoped I would",0
111,111,"Scott Bartlett's 'OffOn' is nine minutes of pure craziness. It is a full-frontal assault of psychedelic, pulsating, epilepsy-inducing flashing lights and colours, and the first true merging of film and video in avante-garde cinema. There's no story to speak of, but Bartlett uses images of nature  particularly the human face and form  to provoke a sequence of emotional reactions, integrating these biological phenomena into the highly-industrial form of modern technology. In a sense, the film re",1
1256,1256,"Jon Voight is brilliant in Midnight Cowboy, but Hoffman's performance, though reminiscent of his later turn in Rainman, is the kind of performance that keeps me watching movies. As a portrayal of a New York character, only Daniel Day Lewis' portrayal of Bill Butcher in Gangs of New York comes to mind as comparable, and Day doesn't give his character the emotional depth that Hoffman gives Ratso. <br /><br />It's typical of Hoffman's way of acting that the actor we tend to identify most with Midni",1
743,743,"Let's face it; some lame kid who dies and has his soul transfered into a scarecrow. Das no gonna happen neva! OMFG This stupid loser kid who can't stand up for himself gets his ass handed to him by some drunk bastard screwing his mom. Right as he dies, he looks up at the scarecrow and he let's his spirit go into the scarecrow. The drunk guy covered up his death by making it seem suicidal and thought he had gotten away with it. We later see he is tossed out of the trailer and later earns another ",0
213,213,"This is the Who at their most powerful. Although before the masterwork Who's Next, which would provide anthems like Baba O'reily and Wont Get Fooled Again. This film shows the group in transition from mod rockers to one of the biggest live bands of the 70's.<br /><br />Daltrey shows what being a front-man is all about, Entwistle steady as ever. <br /><br />Moon is great, check out the ongoing conversation with the drum tech, and see him playing ""side saddle"" whilst having a bass drum head replac",1
2487,2487,"Excellent farce! Which, of course, is all it is intended to be. Thankfully there is neither a social or political message, nor is there the slightest attempt in that direction. Could the plot actually take, or have taken place in any particular time or location? Unlikely, for, after all, this is simply, merely, a movie, and movies spring from imagination, not from reality. The only goal of this movie is to entertain, certainly not to educate, and entertain it does, with reality delightfully and ",1
4183,4183,"and it did. It is through my experience that when a horror film reaches ""franchise"" status, and subsequent titles are released thereafter, they all, in turn, become stricken by one inevitable factor: irrelevance. Omen IV: The Awakening makes no exception to this rule, featuring another small child supposedly embracing their role as the Anti-Christ, foretold by a religious prophecy. Haven't we seen this before? Wasn't it enough that, over the span of three films prior to this release, we've exper",0
200,200,"Indian Directors have it tough, They have to compete with movies like ""Laggan"" where 11 henpecked,Castrated males defend their village and half of them are certifiable idiots. ""Devdas"", a hapless, fedar- festooned foreign return drinking to oblivion, with characters running in endless corridors oblivious to any one's feelings or sentiments-alas they live in an ornate squalor of red tapestry and pageantry. But to make a good movie, you have to tight-rope walk to appease the frontbenchers who are ",1
4596,4596,"""Boom"" has garnered itself a something of a reputation. With heavyweights Taylor, Burton, Noel Coward, Tennessee Williams and Joseph Losey, one might be tempted to think, how bad could it be? Well, it's a lot worse than you could possibly imagine.<br /><br />The sad and disturbing fact of ""Boom"" is that is seems to signal the decline and fall of the aforementioned heavyweights. It was only director Joseph Losey who having plummeted the depths with ""Modesty Blaise"" and ""Boom"" (some may wish to ad",0
1643,1643,"Soapdish may go down as one of the single most under-rated movies ever made.<br /><br />A stellar, unselfish cast who understood exactly where the movie was going and the roles they played in it. While everyone hammed it up, there was no one-upmanship. Kline showed wit and great physical comedy, Goldberg and Downey knew how to carry on a funny conversation while someone else was talking, I could just go on.<br /><br />Do not pass this movie by!",1
2262,2262,Why am I so convinced there's actually another film version of this novel out there somewhere? I saw the film again this year as I am teaching the novel and find the changes in the film annoying - there is no appearance of the little boy in the novel and the ending has been changed. They kill him off in the film but the whole point is that he is haunted by the events at Eel Marsh House for many years but does remarry and eventually put the events behind him. Mr. Bentley is a far more sympathetic,1
1297,1297,"Culled from the real life exploits of Chuck Connors and Steve Brodie in 1890s New York, ""The Bowery"" is high energy and good natured.<br /><br />But be warned: Casual racial epithets flow off the tongues of Wallace Beery and little Jackie Cooper. The very first shot might be startling. This is true to the time it was set and the time it was made. And it also speaks to the diversity of population in that neck of the woods. It certainly adds to the gritty flavor of the atmosphere.<br /><br />Beery",1
2930,2930,"""the day time ended"" is an incredible picture. in some ways, it's better than ""close encounters of the third kind."" (i prefer cheesy independent flicks to big budget spectaculars.) the special effects ARE cheesy, but that's a big part of the fun. jim davis gives an excellent performance in this film. it's probably one of the best roles he ever had in a feature. the musical score is very good. the story DOESN'T make sense. BUT THAT ONLY MAKES IT ALL THE MORE INTRIGUING. like many of the best work",1
4416,4416,"Pretty crazy whodunit featuring an all black cast trying to figure out who murdered the philandering trumpet player who was just about to go to Hollywood to Make It Big. Was it his wife? His Girlfriend? His Would-Be-Girlfriend? Her Father? His Butler? The newspaper guy? Who knows? And who cares? The result of this is just a little underwhelming, and the actors here don't really get me in a mood to care one way or another finding out. Why snake venom as a weapon? Who knows? Who cares? The music i",0
3009,3009,"The acting, other reviews notwithstanding, was remarkably well-done. Brad Pitt handles the role of an annoying, obnoxious Austrian climber quite well. Other acting is fine. The story could have been riveting, but somehow, it misses - one never really understands or cares for the characters shown, and so the story, which could have been quite dramatic, fails to draw in this audience.<br /><br />Beautiful scenery and cinematography, a remarkably dramatic true story, important events that shaped th",0
2925,2925,"The movie is just as fun as staring at the sun.Sheriff Pataki is a total retard that loves nothing better to do than sit on his fat rear making a smoke ring from his puffy cigars and drinking booze while the doctor acts like a zombie version of Nicholas Cage sucking up all that so called ""Blood"" which in reality seemed like Fruit Punch.<br /><br />Most of all the plotting seemed very horrid to even call this piece of crap a movie.The rest of the characters in this movie are total wastes of time,",0
3071,3071,"She has been catapulted from 13 to 30, with magic dust involved, courtesy the 13-year-old Matt, but nothing is made of that except as an unexplained device. New York City, especially Central Park, but also every other slice of the place incorporated into the movie, seems hope-filled and easily livable, and save for Lucy there's no villain in Jenna's adult life, and even Lucy is not cast as monstrous, only as a nasty 13-year-old grown 17 years more devious. Chris, the one-time boy object of Jenna",0
641,641,"""Footlight Parade"" is just one of several wonderfully jaunty musicals that Warner Bros. produced in the early 1930's to ward off the Depression. ""42nd Street"" and the Golddiggers series were also produced during this era, and they made literally, millions of Americans forget their troubles for a little while, and enjoy themselves.<br /><br />While most of the films produced had the great talents of Joan Blondell, Ruby Keeler, and Dick Powell, only Foolight Parade had the incomparable James Cagne",1
1031,1031,"One of the more enjoyable aspects of Asian cinema (or, indeed, most anything done outside these holier-than-thou United States) are the permutations that crop up. In post-World War Two Japanese manga (comics), for instance, are to be found a veritable endless variety of subjects, many of them handled in uniquely imaginative fashion. The same thing happens in genre film-making, as well; though, again, I'm referring to movies made outside the U.$. (where we're just too ""sophisticated"" in our close",1
4070,4070,"Love the TV show. Was hooked first time I saw it. Wish I was there acting in with them. It touches reality when you love someone and you are thinking that you want to spend the rest of your life with, then at a turn of events that you meet someone else and that person is more of who you want to be with. You are in a situation were you have to choose one or the other. Someone is going to get hurt, there's no stopping that. Making the decision is hard but, do you want to go on being unhappy when y",1
3528,3528,"I liked Chiba in Street Fighter, and I figured hey, no matter how stupid this movie will be, I'll at least get to see him kick some ass, right? Wrong. This is a dull, dreary mess of pointless talking, half-assed scriptwriting and meaningless scheming. There are few action scenes of any kind, even fewer martial arts scenes, and the few that are are shot and edited so poorly that you can't even make out what in the world is going on. The dub is also atrocious, and perhaps the idiocy that is this m",0
1891,1891,"A Thief in the Night has got to be the best out of all the end times thrillers. I have no clue what people are complaining about what people are whining about when they say that these movies scared them into accepting God. They just needed to find an excuse and blamed A Thief In The Night. Do not listen! These movies do not only tell of one of the many possibilities of the tribulation, but they're also fun to watch in their simplicity. They are in fact low-budget and that is a little obvious, bu",1
988,988,"I have seen about a thousand horror films. (my favorite type) This film is among the worst. For me, an idea drives a movie. So, even a poorly acted, cheaply made movie can be good. Something Weird is definitely cheaply made. However, it has little to say. I still don't understand what the karate scene in the beginning has to do with the film. Something Weird has little to offer. Save yourself the pain!",0
3163,3163,"Either or, I love the suspension of any formulaic plot in this movie. I have re-visited it many times and it always holds up. A little too stylized for some but I fancy that any opera lover will love it. Norman Jewison, a fellow Canadian, takes enormous chances with his movies and his casting and it nearly always pays off in movies that are off centre and somehow delicious, as this one is. I have often wondered at the paucity of Cher's acting roles, whether she has chosen to minimize this part o",1
4705,4705,"It's often said that Tobe Hooper just struck lucky with his grisly 1974 horror film 'The Texas Chain Saw Massacre' and every time I see another Hooper film - that view is only reinforced. It would seem that Hooper wanted to make his own version of films such as Scanners and Firestarter in 1990 and so we end up with Spontaneous Combustion; a film with a couple of good ideas and a whole load more that are borrowed from other films. Put it all together and you get a messy, boring film that most peo",0
4517,4517,"It happened with Assault on Prescient 13 in 2005, it happened with The Lost Boys in 2008 and now it's happened with another classic from the 80's Wargames... :( Why, oh why, oh why won't Hollywood ever learn? Leave them alone...! They can't be remade...! They suck....! We all hate them....!.<br /><br />Those of you who haven't seen the original 1983 version with Matthew Broderick & Ally Sheedy, go rent/buy it now....!! The hardware may look dated, the special effects are not new millennium but i",0
686,686,"This is not a very good telling of the Tarzan epic. There was only one reason for this movie. John Derek wanted to show off his beautiful wife in the buff! Bo Derek in '10' was at least a humorous movie and there was a reason for nudity and sex. This movie is nothing more than soft porn. If you're into that, well, then fast forward to it and skip the rest! This movie (like Bolero) was again a vehicle for Bo Derek to show off her terrible acting. She is undoubtedly a beautiful woman but a poster ",0
2717,2717,"Having heard of Modesty Blaise before, but never having read a novel or a comic strip, my wife and I liked the film a lot. It delivered, in a captivating way, a good introduction to the character and her background.<br /><br />Although it has some action flick elements, it is much more an intimate play, excellently written. Sadly, this is also, where a major drawback of the movie is revealed. An intimate play lives on the capabilities of its actors and unfortunately only half of the cast deliver",1
603,603,"you must be seeing my comments over many films under Evren Buyruk ..I am off to make another comment over a movie that is not even worth a minute of talking though..This film is basically two hours of Dafoe's character drinking himself - nearly literally - to death. The only surprise in this film is that you didn't have enough clues or character knowledge to be surprised. It was just a grim, sad waste of time.<br /><br />Willem Dafoe is excellent actor. Peter Stormare is an excellent actor. But ",0
2988,2988,"My Take: A tired formula Christmas comedy. The laughs are tired and the talents behind it seem to be too.<br /><br />I love the holidays as much as the next guy (even if I often have a bad case of the holiday blues), but it seems it's just being a dumping ground for a bunch of Holiday comedies that would be bad movies on any day of the year, but that doesn't make them any less painful during the season. As if we already had enough SANTA CLAUSE movies (three and *gulp* still counting), who wants ",0
1091,1091,It wasn't good. The characters were underdeveloped and the only personality were from the memories I had of the previous movie which contrasted with the 'new' personalities (or lack thereof). I seriously thought the opening scene was a nightmare by Ariel because of how absurd it was. It was serious. It just reminded me of all the annoying characters on the Disney channel-everyone is hyperactive and the story jumps from action to embarrassing scenes without any really connection.<br /><br />The m,0
4009,4009,"The first Cruel Intentions, the original, is my favorite movie of all time. It was an absolute masterpiece. So how on earth could they make a sequel so downright bad. Sarah Michelle Gellar was perfect in the first movie. In this one, Amy Adams sucks. She is terrible. And couldn't they have found a chick who actually looked like Sarah Michelle Gellar? At least the same hair color!!! i mean come on. Robin Dunn isn't as bad as Adams, but he is absolutely terrible when compared to Ryan Phillipe. The",0
296,296,"Plenty has been written about Mamet's ""The House of Games""; most of it good. I decided to revisit the flick to see how it held up after 17 years and was surprised at how much I enjoyed viewing it again. The film's success and durability probably has much to do with two principal ingredients which are always fun on film; a good story and a good scam. Mamet manages to bring his signature moodiness and obvious histrionics to the film while scamming us, the audience, and the mark simultaneously. The",1
2384,2384,"Return to the 36th Chamber is one of those classic Kung-Fu movies which Shaw produces back in the 70s and 80s, whose genre is equivalent to the spaghetti westerns of Hollywood, and the protagonist Gordon Liu, the counterpart to the western's Clint Eastwood. Digitally remastered and a new print made for the Fantastic Film Fest, this is ""Presented in Shaw Scope"", just like the good old days.<br /><br />This film is a simple story of good versus evil, told in 3 acts, which more or less sums up the ",1
4189,4189,"Despite what others had said (*cough*), this is my favourite movie of all time. I don't know how long I had been waiting to see it, but once I finally did, I immediately fell in love. Sure, it's strange, but that just gives it more of an exciting flavour. For those who don't know, Moonchild is one of Gackt and Hyde's first movies. They haven't done very many at all, maybe 3 or 4 tops each. So, give them some credit. We all know that Adam Sandler wasn't the best at first either. I do believe that",1
3445,3445,"Saw this film in August at the 27th Annual National Association of Black Journalists Convention in Milwaukee, WI, it's first public screening. THE FILM IS GREAT!!! Derek Luke is wonderful as Antwone Fisher. This young actor has a very bright future. The real Antwone Fisher did a great job writing the film and Denzel's direction is right on the money. See it opening weekend. You won't be disappointed.",1
4209,4209,"This movie is so awful, it is hard to find the right words to describe it!<br /><br />At first the story is so ridiculous.A narrow-minded human can write a better plot! The actors are boring and untalented, perhaps they were compelled to play in this cheesy Film.<br /><br />The camera receptions of the National Forest are the only good in this whole movie. I should feel ashame, because I paid for this lousy Picture.<br /><br />Hopefully nobody makes a sequel or make a similar film with such a wo",0
4166,4166,"Disappointing, predictable film in which a woman (Mc Teer) travels with her daughter from state to state because she can't maintain relationships and find happiness. In this genre 'Anywhere but here' starring Susan Sarandon and Natalie Portman gave a much better insight into a mother/daughter relationship. With Better acting as well.",0
